,duration,duration,duration,duration,duration,duration,duration,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,up_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow,down_flow
13748,124.625,31.5,1537,10,97412.07065217393,312.1090685196025,31.5,99967.20833333333,74587.5,379239,162,9928033731.563408,99639.51892478911,74587.5,16772.583333333332,6884.5,166330,498,1108543305.992754,33294.793977328554,6884.5
13758,66.0344078906557,31.0,26818,10,53675.145838404904,231.6789715067056,31.0,102172.73247037902,12399.0,52047381,0,302467672730.09296,549970.6107876064,12399.0,26092.63030127582,10461.0,2490771,0,2383916248.7183003,48825.364808860366,10461.0
13761,364.235,104.0,6986,10,631710.4319346735,794.8021338261955,104.0,1008787.015,1853.0,19700515,0,10215140649092.238,3196113.3661202067,1853.0,7102.66,2685.0,94869,0,160854225.4516583,12682.831917661699,2685.0
13791,55.0,55.0,55,55,,,55.0,679689.0,679689.0,679689,679689,,,679689.0,6062.0,6062.0,6062,6062,,,6062.0
13792,860.1746031746031,329.0,23677,10,2999182.3993529486,1731.8147705089445,329.0,199357.73015873015,73172.0,5352763,0,209878017939.01938,458124.45682261867,73172.0,12176.27619047619,7337.0,143436,0,320335435.46169245,17897.91707047757,7337.0
13807,281.05882352941177,148.5,1456,10,96153.87708516243,310.086886348266,148.5,64344.08823529412,40521.0,504736,104,6828795112.469709,82636.52408269426,40521.0,28662.632352941175,29983.5,93433,27,477263635.2508779,21846.36434857933,29983.5
13811,134.5344827586207,60.0,2140,10,44416.1535238357,210.75140218711644,60.0,14378940.839522546,3082105.5,316899355,0,943484842169036.6,30716198.367783677,3082105.5,26413.5875331565,14414.0,432066,0,1369498932.332965,37006.741714624986,14414.0
13814,391.29326047358836,154.0,21982,10,1415163.3609216472,1189.6063890723046,154.0,305985.8306010929,40062.0,10655322,0,1122361946519.232,1059415.851551803,40062.0,28615.5956284153,9525.0,612859,0,3849791088.971219,62046.68475407223,9525.0
13815,79.6,62.0,146,18,3161.3,56.22543908232287,62.0,1557842.2,1422402.0,2889045,385961,976315152322.7001,988086.6117515712,1422402.0,68936.8,52822.0,178371,12821,4023900573.7,63434.22241739864,52822.0
13817,67.5631067961165,33.5,1057,10,10718.198437130004,103.5287324230815,33.5,178318.1504854369,86075.0,1497645,107,57052168880.95773,238855.95843720905,86075.0,32053.135922330097,24582.5,370917,431,1597163417.7960699,39964.52699327329,24582.5
13823,57.94117647058823,40.0,291,11,2554.8959276018086,50.545978352405136,40.0,33436.85294117647,7324.0,692333,81,8548539265.546291,92458.31095983904,7324.0,3699.894117647059,2219.0,30280,177,26615292.959136795,5159.001159055578,2219.0
13826,280.5,172.5,1063,11,90904.73529411767,301.5041215209465,172.5,50504.166666666664,24435.0,196318,0,3274503997.3235292,57223.28195169803,24435.0,5326.277777777777,3395.0,17811,55,33600681.50653595,5796.609483701308,3395.0
13834,70.40677966101696,41.0,466,11,7158.866160140272,84.61008308789368,41.0,703576.2881355932,89079.0,11458948,166,3441168601864.553,1855038.7062982144,89079.0,15528.762711864407,8931.0,186122,620,713214054.7358268,26706.06775127755,8931.0
13842,88.37991223793271,38.0,51601,10,467578.49910882977,683.7971183829527,38.0,9003589.903656753,1825876.0,375713614,0,386123710202848.06,19650030.79394147,1825876.0,16188.760702096539,12863.0,373138,0,358472805.38021827,18933.378076302663,12863.0
13848,111.42105263157895,45.0,482,11,15685.92397660819,125.2434588176492,45.0,1100816.2105263157,10902.0,10472364,168,6665733615315.286,2581808.206531865,10902.0,5001.9473684210525,4346.0,12973,201,14119392.38596491,3757.5779946615758,4346.0
13855,211.03048780487805,127.0,1911,10,61355.02360466858,247.69946226156523,127.0,1666551.536585366,456357.0,20458731,253,8165955301466.017,2857613.5675535304,456357.0,34188.09146341463,19254.5,343158,354,1914867394.8566139,43759.19783150296,19254.5
13876,68.72337482710927,50.0,1008,10,5550.446918234656,74.5013215871682,50.0,320830.8326417704,9960.0,11422831,0,2136345642108.1943,1461624.3163372024,9960.0,10385.96265560166,6433.0,442783,0,528908125.31300706,22998.00263746848,6433.0
13880,96.0,43.0,321,20,13562.0,116.45600027478189,43.0,3923765.1666666665,442535.5,20818512,8602,68913872650609.766,8301437.986915867,442535.5,18614.0,6857.5,64848,2834,599699382.0,24488.760319787525,6857.5
13884,10.0,10.0,10,10,,,10.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
13887,71.55111821086263,42.0,1298,10,10512.135782747611,102.52870711536166,42.0,1624.3562300319488,1389.5,31866,0,6047658.271297122,2459.198705126758,1389.5,2828.0942492012778,2631.0,54167,0,13399798.61670287,3660.5735365790524,2631.0
13890,135.78656361474435,78.0,9366,10,74130.02163970121,272.26828981668285,78.0,818047.0392390012,398588.0,11247499,0,1822450842888.9824,1349981.7935398174,398588.0,23368.058858501783,16114.0,324033,0,726045006.9727392,26945.22234038419,16114.0
13894,125.48571428571428,64.5,933,10,22717.848715313456,150.7244131364042,64.5,3213322.285714286,913987.0,33430970,120,33004115329741.906,5744920.8288488975,913987.0,41724.15714285714,20311.5,565399,1135,4827246077.500311,69478.38568576785,20311.5
13935,262.8662477558348,96.0,6273,10,230224.6083296635,479.81726556019584,96.0,327550.90125673247,44740.0,127522622,0,22304084856058.555,4722720.069627095,44740.0,12019.134649910233,9526.0,482029,8,342339665.45894176,18502.423232078054,9526.0
13936,194.3094238395148,60.0,19790,10,259160.54252539432,509.07813007965126,60.0,12026928.589456497,232294.0,1838428951,0,3859882519262599.5,62127952.80115545,232294.0,5459335.197496307,40732.0,938424300,0,1024730450047080.2,32011411.247351784,40732.0
13937,102.13304410701373,54.0,3278,10,30336.977591236384,174.17513482479748,54.0,35256.78199566161,13484.0,736272,0,3746986203.4689155,61212.6310778169,13484.0,10589.437454808387,3771.5,178507,0,384254474.60711753,19602.409918352325,3771.5
13940,277.2857142857143,57.0,1649,23,366090.2380952381,605.0539133789964,57.0,475246.5714285714,626407.0,1073916,40,213671645816.28577,462246.3042754217,626407.0,6450.142857142857,6850.0,11832,40,22700462.80952381,4764.500268603603,6850.0
13959,127.75,36.5,428,10,40242.916666666664,200.606372447803,36.5,445886.75,312315.0,1155829,3088,306664138050.25,553772.6411174987,312315.0,50409.25,34548.5,116779,15761,2095228914.9166667,45773.67054231796,34548.5
13962,125.95698924731182,19.0,4501,10,323919.58508648904,569.1393371455614,19.0,482888.77419354836,6249.0,18243577,0,4594868090843.242,2143564.342594652,6249.0,3431.7526881720432,1526.0,34080,0,25416010.97078074,5041.429457086625,1526.0
13975,301.2307692307692,241.0,921,18,72660.19230769231,269.5555458670667,241.0,639475.1538461539,2104.0,7951406,0,4829260474063.308,2197557.843166661,2104.0,4030.0,1795.0,17540,183,34464003.166666664,5870.605008571661,1795.0
13976,61.333333333333336,32.0,209,10,3335.3076923076924,57.75212283810607,32.0,259693.7037037037,8663.0,4681873,767,815384743386.2931,902986.5687740283,8663.0,35829.48148148148,6316.0,319785,190,4834439804.1054125,69530.13594194544,6316.0
13980,84.61320754716981,57.5,583,10,7390.666954347954,85.96898832921063,57.5,335021.38364779874,67448.0,6906141,0,768514941338.2052,876649.8396384985,67448.0,94432.23270440252,41098.0,2434623,0,46106103172.412544,214723.31771936774,41098.0
13982,222.0,222.0,222,222,,,222.0,34147.0,34147.0,34147,34147,,,34147.0,9578.0,9578.0,9578,9578,,,9578.0
13989,18.5,18.5,23,14,40.5,6.363961030678928,18.5,12000.5,12000.5,12044,11957,3784.5,61.518289963229634,12000.5,4640.0,4640.0,4649,4631,162.0,12.727922061357855,4640.0
13990,159.07615894039736,71.0,1773,10,56233.30430628312,237.1356242876281,71.0,1794943.4420529802,930958.5,18460141,0,5874796343973.903,2423797.9173136326,930958.5,148928.29801324505,90021.5,1682215,0,36461307790.89279,190948.4427558727,90021.5
13997,101.57396739796543,57.0,4855,10,22252.703004495583,149.17339911825962,57.0,676015.3164603505,122118.0,29156667,0,2753770199764.073,1659448.7638261307,122118.0,37430.817011888714,19771.0,1423524,0,3132848046.6971965,55971.85048483922,19771.0
14001,673.4227642276422,159.0,6526,10,1561804.2132480338,1249.721654308684,159.0,175.130081300813,175.0,353,0,1021.7862188457954,31.96539095405835,175.0,965.2276422764228,924.0,3463,754,86792.60349193656,294.60584429358585,924.0
14003,397.765306122449,46.0,5355,10,491589.1036106752,701.1341552161578,46.0,92189.63775510204,3076.0,3458147,13,161502212058.96027,401873.37814162346,3076.0,7130.785714285715,2523.5,71873,10,109006365.98461537,10440.611379829026,2523.5
14006,338.81333333333333,182.0,4147,10,313273.8025225226,559.7086764760062,182.0,65396.8,13278.0,501185,0,12289675631.540537,110858.8094448995,13278.0,13218.56,6650.0,140693,219,413794454.2497297,20341.9383110295,6650.0
14009,591.5233968804159,356.0,5498,10,464815.01724677446,681.7734354217495,356.0,59274.0849220104,32924.0,1794919,0,14144376728.268812,118930.13381085894,32924.0,25405.00693240901,19190.0,206065,8,827198317.7534236,28761.055574394755,19190.0
14044,263.6896551724138,91.5,1920,10,131749.4107683001,362.97301658429114,91.5,224013.1724137931,58639.0,2116799,0,170027043481.54865,412343.35629611963,58639.0,26637.724137931036,17258.5,117668,197,836113402.8348455,28915.625582629982,17258.5
14052,620.5671641791045,215.5,29983,10,6756434.668387389,2599.3142688769644,215.5,29958490.164179105,9587701.0,311042241,175,2181167420046498.8,46702970.1415927,9587701.0,67451.95522388059,30255.0,563510,0,8298365541.92279,91095.36509572147,30255.0
14056,37.950248756218905,26.0,221,10,1274.5275124378118,35.70052538041719,26.0,110565.07960199004,16124.0,2793176,0,87757225809.48363,296238.4610571079,16124.0,12688.18407960199,7361.0,130543,0,278109495.7509453,16676.61523664036,7361.0
14060,250.3361344537815,78.0,2900,10,148348.19006703806,385.1599538724633,78.0,50281.16806722689,1892.0,1518515,0,15338513029.842463,123848.75061881918,1892.0,12082.06162464986,5701.0,158391,0,251287867.2770905,15852.061925096385,5701.0
14076,74.25,71.0,149,25,2045.3571428571427,45.22562484761424,71.0,486883.0,453847.5,983863,79866,84512417332.0,290710.1947507173,453847.5,26074.0,22071.5,61569,8183,391428094.2857143,19784.54180125773,22071.5
14077,356.425,218.5,2570,11,189722.1455882353,435.57105687618326,218.5,26892392.366666667,8149024.0,249751679,263,2019215274819600.2,44935679.307423405,8149024.0,17057.325,11662.0,74156,0,223260261.33046222,14941.896175869455,11662.0
14083,64.18604651162791,28.5,571,10,10153.941450068398,100.76676758767445,28.5,1227754.2906976745,18401.0,13191788,0,8874029225375.432,2978930.8863039156,18401.0,4543.662790697675,2981.5,67944,450,59006694.22612856,7681.581492513671,2981.5
14087,699.0292397660819,304.0,172820,10,25377858.364528943,5037.6441284125,304.0,28586.816207184627,8039.0,1435584,0,7006183759.014691,83702.94952398447,8039.0,288796.045112782,86734.0,10410776,0,442899840210.5779,665507.2052281462,86734.0
14094,73.06666666666666,39.0,527,10,8373.22686567164,91.50533790807857,39.0,356144.26666666666,7149.0,5260920,0,796966274159.2865,892729.6758589839,7149.0,12819.918518518518,8227.0,73304,1004,169149193.5679381,13005.736948283173,8227.0
14099,47.0,47.0,71,23,1152.0,33.94112549695428,47.0,291.0,291.0,487,95,76832.0,277.18585822512665,291.0,667.0,667.0,1107,227,387200.0,622.2539674441618,667.0
14100,98.5,22.0,645,10,48837.99999999999,220.99321256545412,22.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
14114,266.15,185.0,1383,14,83375.15641025642,288.7475652022999,185.0,98982.75,3958.5,631924,137,23599755102.192307,153622.1178808322,3958.5,34611.725,25658.5,195186,264,1093639034.9224355,33070.213711472075,25658.5
14115,55.22222222222222,28.0,318,10,4760.641025641025,68.9973986874942,28.0,382443.85185185185,1303.0,2330824,404,483936525890.28485,695655.4649323793,1303.0,7243.888888888889,3837.0,35273,962,91442994.33333331,9562.583036676508,3837.0
14118,443.5600920069005,158.0,8232,10,473977.93928100343,688.4605575347098,158.0,11554336.377803335,427495.0,794284911,0,2471650132932606.5,49715693.02476439,427495.0,16484.695227142034,8504.0,370251,0,557688293.6792115,23615.424909986512,8504.0
14126,175.29161118508654,72.0,1810,10,70828.57484953396,266.13638392661375,72.0,2017572.8149134486,463707.0,54364169,0,19144388057033.38,4375430.042525349,463707.0,27434.643142476696,12232.0,1071682,0,3539315618.1631513,59492.147533629606,12232.0
14131,196.03942115768464,93.0,3320,10,70885.18416661434,266.2427166451964,93.0,3946457.9670658684,1417844.5,87155812,0,50284178812000.74,7091133.817098698,1417844.5,141245.49251497007,40914.0,28725618,0,924877905934.2698,961705.7273065757,40914.0
14143,254.33333333333334,122.5,760,23,89001.46666666666,298.33113593231707,122.5,577004.6666666666,414557.0,1505973,1311,388662758028.6667,623428.2300543237,414557.0,46035.0,47133.5,88419,3764,1796010073.2,42379.35904659248,47133.5
14149,67.38329764453961,42.0,1670,10,7718.676785691741,87.8560002828022,42.0,661213.545503212,136784.5,63796999,0,8545401292691.213,2923251.835318198,136784.5,16390.24625267666,14266.0,169770,0,253178771.19481677,15911.592352584224,14266.0
14169,320.3313253012048,156.0,3962,10,242233.75016429342,492.172480096453,156.0,3931.5481927710844,883.0,103207,0,183407940.77039072,13542.818789690376,883.0,6093.108433734939,3816.5,33234,0,43667217.806352705,6608.117569047384,3816.5
14175,120.3827859569649,58.5,5093,10,49795.35367518026,223.14872546169798,58.5,345976.0379388448,223300.0,33901355,0,852980503015.0026,923569.4359467526,223300.0,10748.739524348812,9336.5,220342,0,114457466.88055575,10698.479652761684,9336.5
14180,416.3142857142857,312.0,1985,10,225037.9277310925,474.3816266795042,312.0,4828937.114285714,7774.0,55061078,17,148354918063759.7,12180103.36835282,7774.0,7057.942857142857,5597.0,32813,14,51359218.05546219,7166.534591799735,5597.0
14185,489.6099706744868,276.0,3391,10,329795.96801794047,574.2786501498558,276.0,53720.00293255132,531.0,789041,0,6779603045.202935,82338.34492630353,531.0,2445.5777126099706,1746.0,16644,0,5521093.80938416,2349.700791459236,1746.0
14198,479.4000702493853,224.0,21757,10,556289.1114968341,745.8479144549739,224.0,133858.56480505795,18104.0,21824206,0,1940888295653.6128,1393157.6707801644,18104.0,7869.812434141201,5703.0,152712,0,77570501.55229789,8807.411739682544,5703.0
14201,129.90740740740742,60.0,1184,13,44628.34975541581,211.25423014798025,60.0,1629413.351851852,15568.0,13975321,0,10084883063289.812,3175670.490351575,15568.0,97376.11111111111,7916.0,2153570,758,167514559070.5535,409285.42494273296,7916.0
14212,64.75,55.0,134,15,3257.583333333334,57.0752427356497,55.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
14213,412.9506726457399,206.0,3529,10,269716.2633216175,519.3421447577863,206.0,336887.36771300447,69161.0,9441603,0,1267880828296.1797,1126002.144001591,69161.0,35824.358744394616,15038.0,298093,929,2747538207.140991,52416.96487913995,15038.0
14224,96.91566265060241,58.0,1126,10,16513.95656820832,128.50664017165928,58.0,64282.53815261044,12036.0,1191932,0,16713173044.410847,129279.4378252429,12036.0,5948.481927710844,5513.0,34267,0,22266252.19422853,4718.712980700197,5513.0
14226,487.8521126760563,256.5,3757,10,361851.07219552604,601.5405823346634,256.5,126521.47417840376,45787.5,2143523,0,61422358194.09464,247835.34492500185,45787.5,26815.69953051643,23690.5,250513,8,660006708.3471527,25690.595718027886,23690.5
14228,374.38709677419354,74.0,2002,10,382688.64516129036,618.6183356167924,74.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
14237,49.63380281690141,31.0,389,10,3371.1496981891355,58.06160261471548,31.0,76252.45070422535,28911.0,847170,0,22919752355.82253,151392.7090576773,28911.0,6225.225352112676,4852.0,27777,396,30957557.434205227,5563.951602431965,4852.0
14246,545.875,50.5,14137,10,3602102.557038835,1897.9205876534547,50.5,276.8942307692308,175.0,2968,173,196362.5226848395,443.12811091696665,175.0,906.1346153846154,799.5,2531,0,118005.3215085885,343.51902641424175,799.5
14251,281.02702702702703,88.5,1403,10,135975.78008145135,368.7489390919672,88.5,59902.90540540541,2131.5,3327052,44,149850815135.6758,387105.6898776816,2131.5,7312.108108108108,2391.5,132878,44,341384484.8100704,18476.59288965556,2391.5
14253,23.383458646616543,17.0,82,10,276.87457279562545,16.639548455280433,17.0,241606.992481203,1769.0,4043157,262,459100460087.4619,677569.5241725841,1769.0,4490.556390977444,1739.0,39214,0,60230688.142629296,7760.843262341361,1739.0
14256,147.34558823529412,49.5,11778,10,491936.82130726974,701.3820794027102,49.5,158314.5612745098,5515.5,10288516,0,626286327260.4775,791382.5416702579,5515.5,10745.225490196079,2276.5,584647,0,2010826494.1308458,44842.24006593388,2276.5
14261,56.9,30.0,2783,10,26504.18753799394,162.80106737363224,30.0,7901838.157575757,35731.0,165900700,0,340031375085990.3,18439939.671430334,35731.0,6146.733333333334,4671.0,31415,0,36958538.15967575,6079.353432699546,4671.0
14264,309.84183673469386,84.0,3434,10,255922.80049712185,505.8881304173106,84.0,62774.43877551021,9394.0,1104049,0,28678345222.544952,169346.81934581752,9394.0,19876.270408163266,10554.5,179356,0,748892398.741889,27365.898463998747,10554.5
14270,11.0,11.0,11,11,,,11.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
14274,137.5,43.5,710,10,48265.166666666664,219.69334688758025,43.5,4954811.2,1259323.0,23984166,234,65788688458646.39,8111022.6518390635,1259323.0,32236.2,12929.5,114111,312,1915749971.2888887,43769.28113744717,12929.5
14280,327.1136363636364,69.5,1957,10,236893.26585623677,486.71682306679804,69.5,1983979.0,32822.5,78755416,37,140411948748000.19,11849554.791130347,32822.5,35750.27272727273,11109.0,202244,0,2573640709.08668,50731.06256611111,11109.0
14283,221.19354838709677,119.0,2294,10,100307.72449869211,316.7139474331563,119.0,978726.9301075268,348477.0,12986605,885,2634068381438.5522,1622981.3250430678,348477.0,71255.06451612903,37517.0,935178,0,9466343745.768787,97295.13731820715,37517.0
14295,59.89887640449438,36.0,478,10,4909.523748723188,70.06799375408995,36.0,3061197.4269662923,298184.0,24182012,4,25162865000772.887,5016260.061118531,298184.0,321786.44943820225,8421.0,13919716,0,2943971482739.07,1715800.5369911357,8421.0
14304,648.0491803278688,357.0,2249,22,306813.5142076502,553.9074960746156,357.0,636430.2459016393,198173.0,4495886,270,982525605728.722,991224.2963773245,198173.0,52995.16393442623,30168.0,452761,287,4951590767.50601,70367.54058162052,30168.0
14313,159.27272727272728,70.0,878,12,63550.21818181818,252.0916860624685,70.0,77054.54545454546,24659.0,294845,2907,11163106154.272726,105655.60162278537,24659.0,10068.272727272728,8229.0,24925,577,57963582.218181826,7613.3817859202245,8229.0
14315,274.58516707416464,57.0,8817,10,307930.0235222509,554.9144290088796,57.0,388076.4938875306,125350.0,24530270,0,641928529645.4979,801204.4243796323,125350.0,207178.6316218419,65678.5,5827909,0,135398383998.07289,367965.19400355365,65678.5
14320,175.66666666666666,32.0,1670,10,139591.03225806457,373.61883284714725,32.0,7136.920634920635,694.0,274731,220,1237589108.3968248,35179.38470747925,694.0,5276.015873015873,3702.0,25227,0,41450658.91909884,6438.218613801401,3702.0
14328,161.60294117647058,92.5,1016,10,35472.481782265146,188.3413968894389,92.5,1919794.5735294118,38030.0,20464326,0,17953584106163.414,4237166.990592112,38030.0,2833.985294117647,1686.0,20670,0,14670038.522168571,3830.1486292529917,1686.0
14331,601.9285714285714,415.0,2815,13,457160.6613756613,676.1365700623369,415.0,1830.357142857143,1603.0,5337,1221,1066782.6825396821,1032.8517234045175,1603.0,7484.25,5137.5,23745,2908,18526530.638888896,4304.245652711854,5137.5
14333,218.54545454545453,98.0,840,16,71772.27272727274,267.9034765121064,98.0,167312.9090909091,121722.0,472575,1309,22166369377.29091,148883.74450318917,121722.0,24271.636363636364,20015.0,57507,6849,234517349.05454546,15313.959287347785,20015.0
14340,194.62962962962962,128.0,1244,13,59819.85754985754,244.58098362272062,128.0,295182.6666666667,106107.0,1608153,268,190181720324.4616,436098.29204488016,106107.0,32070.222222222223,22306.0,160201,475,1254233380.564103,35415.1574973782,22306.0
14345,69.55844155844156,54.0,364,10,3472.012987012986,58.92378965250781,54.0,36351.818181818184,20368.0,178151,13,2059472417.1244018,45381.410479671096,20368.0,17193.12987012987,12791.0,69453,492,214669775.5092277,14651.613409765754,12791.0
14355,211.21396330382788,60.0,20858,10,249145.17018606674,499.14443820007324,60.0,1526022.3541239228,72548.0,821494762,0,169681883709526.84,13026199.895193027,72548.0,28428.125095257634,15890.0,991803,0,1672221248.1888366,40892.80191169146,15890.0
14358,107.54115464873638,58.0,2824,10,30317.991870373316,174.12062448306725,58.0,32754.212149316023,19618.0,750171,0,2283869873.4524302,47789.85115537012,19618.0,6671.205193600742,4200.0,153047,0,93750850.94281153,9682.502307916664,4200.0
14362,274.8636363636364,107.5,1323,11,146175.32980972508,382.3288241942073,107.5,604889.7272727273,182178.5,5130250,376,1004657644452.1566,1002326.1168163567,182178.5,17611.522727272728,13408.5,74935,0,294222569.7901692,17152.917238480724,13408.5
14367,413.55061765592046,166.0,20552,10,671501.3262757986,819.451845001156,166.0,109733.1991563724,6026.0,55372588,0,1078111187673.5682,1038321.3316086539,6026.0,18667.620367580595,5982.0,1503468,0,1939224528.0354524,44036.627119199904,5982.0
14368,93.42372881355932,41.0,1921,11,62776.179427235555,250.55174999834975,41.0,214813.38983050847,705.0,9658607,0,1598958426985.6216,1264499.2791558332,705.0,4424.728813559322,2070.0,37209,0,43012703.3734658,6558.407075919106,2070.0
14369,88.27272727272727,40.0,257,10,8814.218181818182,93.88406777413398,40.0,115658.27272727272,10719.0,741278,107,56462184862.418175,237617.72842618072,10719.0,27475.363636363636,4171.0,138216,598,1968031467.2545457,44362.50068756884,4171.0
14377,377.875,129.0,2637,14,460057.18333333335,678.2751531151155,129.0,166210.6875,151609.5,443029,730,17067372869.429167,130642.15578988724,151609.5,21869.5,23077.0,68801,2915,271746327.7333334,16484.730138322964,23077.0
14386,194.93032786885246,83.5,3398,10,113720.98689536526,337.22542444982594,83.5,1430026.56147541,400291.5,23706006,31,9468355531484.375,3077069.3088528854,400291.5,114762.61885245901,46573.0,2662899,24,51968612758.804794,227966.25355259227,46573.0
14391,78.12504276428326,42.0,2224,10,13302.505319715887,115.336487373753,42.0,369140.58655490936,118284.5,12403330,0,731140842894.75,855067.7416993054,118284.5,46090.97331508724,33935.0,979997,0,3672608248.9159627,60602.0482237685,33935.0
14393,58.138888888888886,34.5,381,11,4511.78015873016,67.16978605541453,34.5,585613.2222222222,87335.5,9033686,175,2347944362183.5493,1532300.3498608063,87335.5,59218.583333333336,10900.0,700274,614,23522002279.392857,153368.84390055516,10900.0
14397,175.09677419354838,91.0,1171,10,48403.41265186426,220.00775589025096,91.0,2093529.9741935483,46863.0,47423598,0,53556243117968.04,7318213.109630522,46863.0,23093.129032258064,9827.0,205533,75,1051624644.6325932,32428.762613343624,9827.0
14400,332.5923913043478,76.5,2394,10,219814.9422368732,468.8442622416032,76.5,161875.73913043478,15321.5,7049667,0,829100597453.9862,910549.6128459922,15321.5,11742.559782608696,12494.0,52481,0,84836260.70678903,9210.660166719268,12494.0
14407,41.49134001823154,25.0,2198,10,4503.227695148351,67.10609283178653,25.0,5566414.247493163,271607.0,119818662,0,133542024832810.0,11556038.45756884,271607.0,50106.179580674565,44598.5,374635,0,1815899828.841423,42613.37617276321,44598.5
14422,650.4524886877828,422.0,3462,10,504447.97614150547,710.2450113457365,422.0,1460.7330316742082,459.0,12715,0,3006472.6602221318,1733.9182968704529,459.0,3902.6968325791854,2340.0,51171,66,21485576.784944486,4635.253691541002,2340.0
14423,242.07596281540503,121.0,8841,10,143197.15746437394,378.41400273295113,121.0,1875235.8205843293,470348.0,430732499,0,64019281280893.33,8001204.989305881,470348.0,26484.94754316069,11778.5,3347758,0,5684657447.855545,75396.66735244698,11778.5
14438,93.61363636363636,38.0,1135,10,35265.219344608886,187.79036009499765,38.0,821904.6590909091,482486.0,6803046,50,1533366623702.6018,1238291.8168600653,482486.0,10054.84090909091,7572.0,48694,396,86034716.88107821,9275.490115410517,7572.0
14439,423.86581469648564,32.0,22283,10,4169527.3729622373,2041.9420591589364,32.0,25131026.501597445,1560440.0,1594964363,0,1.6981620527568702e+16,130313546.98406725,1560440.0,54733.329073482426,4286.0,1853563,0,44362774027.965096,210624.72321160472,4286.0
14441,38.5,20.0,100,14,1694.9999999999998,41.1703777004778,20.0,614018.25,481919.5,1489628,2606,527090694516.25,726010.1201197198,481919.5,10589.5,3281.5,34950,845,265918169.66666666,16306.997567506614,3281.5
14448,53.19266055045872,42.0,281,11,2197.2495752633363,46.874828802496296,42.0,44667.422018348625,38394.0,266728,8,1453616069.7832148,38126.317285875055,38394.0,30314.743119266055,16458.0,353308,8,2873841812.100069,53608.22522803818,16458.0
14456,223.90361445783134,84.5,1744,10,128853.20277473534,358.9612831138413,84.5,2083128.2710843373,629135.5,29507901,0,17656949159187.754,4202017.272595122,629135.5,42965.1686746988,21894.0,928265,27,7192296904.783498,84807.41067137646,21894.0
14466,92.11111111111111,65.0,252,19,5788.611111111111,76.0829225983802,65.0,820481.2222222222,456901.0,2872725,2669,912647518012.4445,955325.8700634274,456901.0,12728.0,11894.0,35486,1135,102518060.74999999,10125.120283236145,11894.0
14478,74.22222222222223,32.0,635,11,17434.641025641024,132.04030076321783,32.0,75630.18518518518,7182.0,826065,175,25801524834.695164,160628.53057503566,7182.0,2867.5555555555557,2131.0,24716,0,21221391.333333332,4606.668137964068,2131.0
14498,432.3939189189189,79.0,34922,10,1354816.772254072,1163.9659669655603,79.0,29530937.281981982,1266953.5,1853764966,0,8550202241627999.0,92467303.6355446,1266953.5,1253102.0603603604,8365.0,524428218,0,237730838606334.44,15418522.581827821,8365.0
14503,93.22222222222223,23.0,1738,11,73398.40404040406,270.92139826969014,23.0,2181207.7555555557,43536.0,22104692,0,29359349930139.246,5418426.88703458,43536.0,4091.6666666666665,1839.0,22035,0,27658570.818181813,5259.141642719068,1839.0
14504,66.41334200636022,32.0,11327,10,47447.2391107385,217.82387176509945,32.0,9234246.53873952,2805655.5,622751498,0,403745423882427.25,20093417.426670536,2805655.5,75253.65770453888,32189.5,66733880,0,936202750462.2,967575.7078710689,32189.5
14508,69.0,45.0,1042,10,6272.987394957986,79.20219311962255,45.0,15645.872117400419,8999.0,253730,0,1066941820.9184866,32664.075387472498,8999.0,5736.662473794549,5624.0,48213,0,29541035.770290527,5435.166581650514,5624.0
14509,1078.0,1078.0,1078,1078,,,1078.0,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,,,0.0
14511,82.76857142857143,52.0,941,10,8930.212762996312,94.49980297861109,52.0,2903.2314285714288,2180.0,40327,0,12864132.247146964,3586.6603194541526,2180.0,3040.977142857143,2322.5,18605,254,7922157.959361445,2814.6328285162604,2322.5
14514,118.875,27.5,720,23,59239.83928571428,243.3923566706939,27.5,261861.75,134860.0,1262937,31,177308359570.5,421079.9918904958,134860.0,19844.375,18703.0,51188,0,328543551.6964286,18125.770375253807,18703.0
14520,181.13782991202345,74.0,5222,10,136367.6662411592,369.279929377646,74.0,194151.5073313783,19227.0,7665968,0,491664053430.4153,701187.6021653658,19227.0,57670.63343108504,9005.0,2382821,8,74761288495.6505,273425.1058254353,9005.0
14522,70.1948051948052,47.0,290,10,3847.2641831852357,62.02631847196185,47.0,233174.74025974027,163189.0,1278876,0,60550078282.64219,246069.25505361735,163189.0,12992.051948051949,10247.0,57789,672,125064978.62884477,11183.24544257367,10247.0
14528,125.2,98.0,392,24,8540.028571428571,92.41227500407385,98.0,314894.6666666667,78291.0,1361164,6309,156846827384.95236,396038.92155311245,78291.0,27082.6,25181.0,62176,7597,218159560.40000004,14770.225468827482,25181.0
